rho,eta,delta,ecs_ensemble,ecr_plateau,scenario,policy,model
0.02868986873887479,0.7701069805771112,0.6287633832544088,599.2710777688771,0.4,0,moderate_abatement,JUSTICE_GSA
0.019646134197711943,0.7701069805771112,0.6287633832544088,599.2710777688771,0.4,1,moderate_abatement,JUSTICE_GSA
0.02868986873887479,1.3728360068053007,0.6287633832544088,599.2710777688771,0.4,2,moderate_abatement,JUSTICE_GSA
0.02868986873887479,0.7701069805771112,0.8116808054037392,599.2710777688771,0.4,3,moderate_abatement,JUSTICE_GSA
0.02868986873887479,0.7701069805771112,0.6287633832544088,684.3010685080662,0.4,4,moderate_abatement,JUSTICE_GSA
0.02868986873887479,1.3728360068053007,0.8116808054037392,684.3010685080662,0.4,5,moderate_abatement,JUSTICE_GSA
0.019646134197711943,0.7701069805771112,0.8116808054037392,684.3010685080662,0.4,6,moderate_abatement,JUSTICE_GSA
0.019646134197711943,1.3728360068053007,0.6287633832544088,684.3010685080662,0.4,7,moderate_abatement,JUSTICE_GSA
0.019646134197711943,1.3728360068053007,0.8116808054037392,599.2710777688771,0.4,8,moderate_abatement,JUSTICE_GSA
0.019646134197711943,1.3728360068053007,0.8116808054037392,684.3010685080662,0.4,9,moderate_abatement,JUSTICE_GSA
0.007493342146277427,1.2215185537934303,1.4994152844883502,465.9643084257841,0.4,10,moderate_abatement,JUSTICE_GSA
0.006795503600500524,1.2215185537934303,1.4994152844883502,465.9643084257841,0.4,11,moderate_abatement,JUSTICE_GSA
0.007493342146277427,0.8821645816788077,1.4994152844883502,465.9643084257841,0.4,12,moderate_abatement,JUSTICE_GSA
0.007493342146277427,1.2215185537934303,1.3887329809367657,465.9643084257841,0.4,13,moderate_abatement,JUSTICE_GSA
0.007493342146277427,1.2215185537934303,1.4994152844883502,218.77213633432984,0.4,14,moderate_abatement,JUSTICE_GSA
0.007493342146277427,0.8821645816788077,1.3887329809367657,218.77213633432984,0.4,15,moderate_abatement,JUSTICE_GSA
0.006795503600500524,1.2215185537934303,1.3887329809367657,218.77213633432984,0.4,16,moderate_abatement,JUSTICE_GSA
0.006795503600500524,0.8821645816788077,1.4994152844883502,218.77213633432984,0.4,17,moderate_abatement,JUSTICE_GSA
0.006795503600500524,0.8821645816788077,1.3887329809367657,465.9643084257841,0.4,18,moderate_abatement,JUSTICE_GSA
0.006795503600500524,0.8821645816788077,1.3887329809367657,218.77213633432984,0.4,19,moderate_abatement,JUSTICE_GSA
